,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 00:54:44,685,200,500,3,333,300,23333,152
11/01/2021 13:28:42,685,200,500,3,333,300,23333,152
11/01/2021 16:28:08,685,200,500,3,333,300,23333,152
13/01/2021 00:22:41,685,200,500,3,333,300,23333,152
13/01/2021 00:51:52,685,200,500,3,333,300,23333,152
13/01/2021 01:43:36,685,200,500,3,333,300,23333,152
13/01/2021 20:36:05,685,200,500,3,333,300,23333,152
13/01/2021 22:57:22,685,200,500,3,333,300,23333,152
14/01/2021 01:17:51,683,300,500,2,400,400,20000,141
14/01/2021 03:17:05,683,300,500,2,400,400,20000,141
14/01/2021 08:20:34,683,300,500,2,400,400,20000,141
14/01/2021 13:45:25,683,300,500,2,400,400,20000,141
14/01/2021 20:33:02,683,300,500,2,400,400,20000,141
15/01/2021 00:28:14,683,300,500,2,400,400,20000,141
15/01/2021 05:35:51,683,300,500,2,400,400,20000,141
17/01/2021 02:06:35,683,300,500,3,433,500,13333,115
17/01/2021 06:25:01,683,300,500,3,433,500,13333,115
17/01/2021 10:07:29,683,300,500,3,433,500,13333,115
17/01/2021 11:55:36,681,500,500,2,500,500,0,0
17/01/2021 13:30:29,681,500,500,2,500,500,0,0
17/01/2021 15:12:47,681,500,500,2,500,500,0,0
17/01/2021 16:44:29,681,500,500,2,500,500,0,0
18/01/2021 15:05:15,681,100,500,3,366,500,53333,230
18/01/2021 17:34:13,681,100,500,3,366,500,53333,230
