,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:09:41,209906,140000,11000000,44,498128,216110,2637341734517,1623989
11/01/2021 13:43:39,208923,134000,9000000,47,441380,209999,1643660385677,1282053
11/01/2021 16:42:56,208541,130000,9000000,50,404230,199999,1550753845837,1245292
13/01/2021 00:41:48,202029,70000,9000000,56,394439,195000,1401104863406,1183682
13/01/2021 01:11:17,202029,70000,9000000,56,394439,195000,1401104863406,1183682
13/01/2021 02:03:11,202029,70000,9000000,56,393707,195000,1401514227800,1183855
13/01/2021 20:56:20,198344,65999,9000000,56,377899,195000,1397798462959,1182285
13/01/2021 23:18:01,194977,95000,9000000,50,408037,199999,1559766032462,1248905
14/01/2021 01:38:11,194529,95000,9000000,50,408437,199999,1559518491809,1248806
14/01/2021 03:36:20,194105,95000,9000000,50,420437,199999,1559164913867,1248665
14/01/2021 08:40:02,193661,98999,9000000,50,420517,199999,1559112114373,1248644
14/01/2021 14:03:47,191641,98999,9000000,56,398711,198499,1399256203591,1182901
14/01/2021 20:52:34,186048,130000,9000000,38,523163,215000,2029050891550,1424447
15/01/2021 00:46:34,189032,130000,9000000,35,512263,199999,2205709651988,1485163
15/01/2021 05:54:30,188812,130000,9000000,38,523456,231500,2027326473539,1423842
