,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:06:38,27009,20000,28000,4,23250,22500,15583333,3947
11/01/2021 13:40:40,27009,20000,28000,4,23250,22500,15583333,3947
11/01/2021 16:39:59,27009,20000,28000,4,23250,22500,15583333,3947
13/01/2021 00:38:07,27014,20000,25000,3,21666,20000,8333333,2886
13/01/2021 01:07:35,27014,20000,25000,3,21666,20000,8333333,2886
13/01/2021 01:59:26,27014,20000,25000,3,21666,20000,8333333,2886
13/01/2021 20:52:13,27013,20000,25000,4,22500,22500,8333333,2886
13/01/2021 23:13:54,-,20000,25000,3,23333,25000,8333333,2886
14/01/2021 01:33:53,-,20000,25000,3,23333,25000,8333333,2886
14/01/2021 03:32:21,-,20000,25000,3,23333,25000,8333333,2886
14/01/2021 08:36:07,-,20000,25000,3,23333,25000,8333333,2886
14/01/2021 14:00:01,-,20000,25000,3,21666,20000,8333333,2886
14/01/2021 20:48:42,-,20000,25000,3,21666,20000,8333333,2886
15/01/2021 00:42:57,26951,19999,25000,5,21999,20000,7501000,2738
15/01/2021 05:50:51,26951,19999,25000,5,21999,20000,7501000,2738
