,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:04:47,23624,5500,9000,8,7737,8000,1236964,1112
11/01/2021 13:38:50,23556,5500,32000,8,15612,8500,132729821,11520
11/01/2021 16:38:09,23556,5500,32000,8,15612,8500,132729821,11520
13/01/2021 00:35:41,23514,6000,30000,5,15280,7500,137117000,11709
13/01/2021 01:05:10,23514,6000,30000,5,15280,7500,137117000,11709
13/01/2021 01:56:57,-,6900,30000,5,15480,7500,132677000,11518
13/01/2021 20:49:58,23284,6500,30000,5,15400,7500,134425000,11594
13/01/2021 23:11:29,23284,6500,30000,5,15400,7500,134425000,11594
14/01/2021 01:31:33,23284,6500,30000,5,15400,7500,134425000,11594
14/01/2021 03:30:12,23284,6500,30000,5,15400,7500,134425000,11594
14/01/2021 08:33:57,23284,6500,30000,5,15400,7500,134425000,11594
14/01/2021 13:58:03,-,,,0,,,,
14/01/2021 20:46:30,22527,7000,7000,1,,,,
15/01/2021 00:40:46,-,5000,29000,8,19625,27000,127982142,11312
15/01/2021 05:48:37,-,5000,29000,8,19625,27000,127982142,11312
17/01/2021 02:20:08,21630,4500,29000,5,14300,10000,100700000,10034
17/01/2021 06:38:59,21701,4500,29000,5,14300,10000,100700000,10034
17/01/2021 10:23:04,21701,4500,29000,5,14300,10000,100700000,10034
17/01/2021 13:41:59,21701,4500,29000,5,14300,10000,100700000,10034
17/01/2021 16:55:44,21701,4500,29000,5,14300,10000,100700000,10034
18/01/2021 17:46:24,21478,7000,31000,4,16425,13850,130055833,11404
