,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 00:57:23,144892,115000,1255555,47,255576,239888,27665205163,166328
11/01/2021 13:31:24,144781,100001,1255555,44,256247,239888,29219695881,170937
11/01/2021 16:30:47,144580,115000,1255555,44,261928,239888,28823332377,169774
13/01/2021 00:25:44,143441,101111,1255555,62,235305,219999,40573927636,201429
13/01/2021 00:55:06,143441,101111,1255555,62,235305,219999,40573927636,201429
13/01/2021 01:46:51,143441,101111,1255555,62,235305,219999,40573927636,201429
13/01/2021 20:39:51,143151,101111,1255555,65,250062,219999,53571708748,231455
13/01/2021 23:00:52,142447,105000,1255555,59,238654,219999,42027418223,205005
14/01/2021 01:21:23,142279,106111,1255555,59,243129,219999,41991988836,204919
14/01/2021 03:20:27,142117,106111,1255555,59,261669,219999,57104861334,238966
14/01/2021 08:23:55,142117,106111,1255555,59,261669,219999,57104861334,238966
14/01/2021 13:48:36,141978,106111,1255555,59,263176,219999,56777297888,238279
14/01/2021 20:36:34,144388,101111,1255555,53,237546,219999,47105823245,217038
15/01/2021 00:31:34,143372,101000,1255555,47,277516,239888,69964018878,264507
15/01/2021 05:39:13,143372,101000,1255555,47,277516,239888,69964018878,264507
