,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:13:23,2825948,3100000,5200000,26,3944444,3766666,363358003753,602791
11/01/2021 13:47:15,2850754,3599999,5200000,17,4105881,3766666,342255049509,585025
11/01/2021 16:46:26,2850754,2500000,5200000,23,3886956,3766666,581488647958,762554
13/01/2021 00:46:49,2880000,3199999,5200000,20,4044443,3772221,401374273684,633541
13/01/2021 01:16:08,2880000,3199999,5200000,20,4044443,3772221,401374273684,633541
13/01/2021 02:08:24,2880000,3199999,5200000,20,4044443,3772221,401374273684,633541
13/01/2021 21:01:12,2892070,3600000,5200000,14,4040475,3766666,304588968823,551895
13/01/2021 23:22:39,2896938,3600000,5200000,14,4027777,3766666,308561273789,555482
14/01/2021 01:43:09,2896938,3600000,5200000,14,4027777,3766666,308561273789,555482
14/01/2021 03:40:58,2896938,3600000,5200000,14,4027777,3766666,308561273789,555482
14/01/2021 08:44:35,2896938,3600000,5200000,14,4027777,3766666,308561273789,555482
14/01/2021 14:08:08,2904831,3600000,5200000,14,4179364,3766666,410861491385,640984
14/01/2021 20:57:01,2925548,3600000,5200000,14,3961507,3675000,345002106769,587368
15/01/2021 00:51:20,2950104,3600000,5200000,8,4045138,3766666,432067242769,657318
15/01/2021 05:59:16,2953765,3600000,5200000,8,4046527,3772221,431198643717,656657
