,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:07:56,290491,165000,10000000,20,843332,292375,4675452824047,2162279
11/01/2021 13:41:57,289508,160000,10000000,20,838832,292375,4681478867837,2163672
11/01/2021 16:41:17,288528,165000,14999999,20,1608332,358355,14567531864924,3816743
13/01/2021 00:39:50,285198,100000,14999999,14,2127564,399950,20310686336902,4506737
13/01/2021 01:09:18,285198,100000,14999999,14,2127564,399950,20310686336902,4506737
13/01/2021 02:01:09,285198,100000,14999999,14,2127564,399950,20310686336902,4506737
13/01/2021 20:53:49,283475,209000,14999999,11,3523536,650000,29044269578667,5389273
13/01/2021 23:15:31,283475,209000,14999999,11,3523536,650000,29044269578667,5389273
14/01/2021 01:35:33,283475,198000,14999999,11,2587445,399900,25295869517705,5029499
14/01/2021 03:33:58,283123,198000,14999999,11,2632445,400000,25082282822194,5008221
14/01/2021 08:37:40,283123,198000,14999999,11,2632445,400000,25082282822194,5008221
14/01/2021 14:01:26,283646,198000,14999999,11,2616090,400000,25165552459782,5016527
14/01/2021 20:50:11,283545,198000,14999999,8,5265958,674999,46536946229920,6821799
15/01/2021 00:44:31,283545,190000,29999999,11,6601787,650000,96830838212305,9840266
15/01/2021 05:52:27,282752,190000,29999999,11,7936302,699999,97625853424763,9880579
